SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Applies,Timeframe
20MICRONS,20260531,177.11,207.95,162.05,182.76,1285679148.8400002,20 MICRONS LTD,20260531,184.25333333333333,185.0,183.50666666666666,185.0,183.50666666666666,1.4933333333333394,0.817100751440873,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.1,10,461221665.065,Higher,True,Unknown,True,,,,,2.7875515098771637,False,False,No setup,Jun 2026,Monthly
21STCENMGM,20260531,37.25,37.25,30.5,34.88,2032490.47,21ST CENTURY MGMT SERVICE,20260531,34.21,33.875,34.545,34.545,33.875,0.6700000000000017,1.9208715596330324,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.2,10,4058892.635,Inside,True,Unknown,True,,,,,0.5007499958175169,False,False,No setup,Jun 2026,Monthly
360ONE,20260531,1041.0,1152.0,1033.4,1104.5,18570182389.2,360 ONE WAM LIMITED,20260531,1096.6333333333334,1092.7,1100.5666666666668,1100.5666666666668,1092.7,7.866666666666788,0.7122378149992564,Moderate,Bullish,Above CPR,Financial Services,True,False,False,0.1,10,17314670663.8,Higher,True,Unknown,True,,,,,1.0725114412961325,False,False,Long,Jun 2026,Monthly
3BBLACKBIO,20260531,1203.3,1424.7,1176.1,1241.2,252246669.6,3B BLACKBIO DX LTD.,20260531,1280.6666666666667,1300.4,1260.9333333333334,1300.4,1260.9333333333334,39.4666666666667,3.1797185519389863,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.5,2,174834479.875,Overlapping,False,Unknown,False,,,,,1.4427741586233263,False,False,No setup,Jun 2026,Monthly
3IINFOLTD,20260531,17.74,18.95,16.89,17.24,134164057.03999999,3I INFOTECH LIMITED,20260531,17.69333333333333,17.92,17.46666666666666,17.92,17.46666666666666,0.45333333333334025,2.6295436968291197,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.5,10,167258355.20499998,Higher,True,Unknown,False,,,,,0.8021366518614989,False,False,No setup,Jun 2026,Monthly
3MINDIA,20260531,33300.0,34545.0,30280.0,32810.0,3828779795.0,3M INDIA LIMITED,20260531,32545.0,32412.5,32677.5,32677.5,32412.5,265.0,0.8076805851874428,Wide,Bullish,Above CPR,Diversified,True,False,False,0.4,10,3273785752.5,Overlapping,True,Unknown,False,,,,,1.169526683924317,False,False,No setup,Jun 2026,Monthly
3PLAND,20260531,35.74,36.9,30.05,31.24,4308855.62,3P LAND HOLDINGS LIMITED,20260531,32.73,33.475,31.984999999999992,33.475,31.984999999999992,1.490000000000009,4.769526248399517,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.8,10,5508096.52,Overlapping,True,Unknown,False,,,,,0.7822767092687041,False,False,No setup,Jun 2026,Monthly
5PAISA,20260531,337.05,354.45,294.0,327.7,260589168.6,5PAISA CAPITAL LIMITED,20260531,325.3833333333334,324.225,326.54166666666674,326.54166666666674,324.225,2.3166666666667197,0.7069474112501434,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.1,10,502934278.175,Overlapping,True,Unknown,True,,,,,0.5181376173952611,False,False,No setup,Jun 2026,Monthly
63MOONS,20260531,742.0,759.0,596.65,610.95,1950158103.6,63 MOONS TECHNOLOGIES LTD,20260531,655.5333333333334,677.825,633.2416666666668,677.825,633.2416666666668,44.58333333333326,7.297378399759924,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.7,10,2530892364.15,Inside,True,Unknown,False,,,,,0.770541699530142,False,False,No setup,Jun 2026,Monthly
A2ZINFRA,20260531,14.33,15.7,13.9,14.53,35765294.81,A2Z INFRA ENGINEERING LTD,20260531,14.71,14.8,14.620000000000001,14.8,14.620000000000001,0.17999999999999972,1.2388162422573967,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.42857142857142855,7,67190753.26,Lower,True,Unknown,False,,,,,0.5322948928940167,False,False,No setup,Jun 2026,Monthly
AAATECH,20260531,100.8,103.75,90.25,94.09,37765267.89,AAA TECHNOLOGIES LIMITED,20260531,96.03000000000002,97.0,95.06000000000003,97.0,95.06000000000003,1.9399999999999693,2.06185567010306,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.5,8,58186170.655,Lower,True,Unknown,False,,,,,0.6490419882401178,False,False,No setup,Jun 2026,Monthly
AADHARHFC,20260531,488.7,523.0,451.2,477.2,3530789928.65,AADHAR HOUSING FINANCE L,20260531,483.8,487.1,480.5,487.1,480.5,6.600000000000023,1.3830678960603568,Wide,Bearish,Below CPR,Financial Services,True,False,False,0.5,10,3507963927.3500004,Overlapping,True,Unknown,False,,,,,1.006506908786044,False,False,No setup,Jun 2026,Monthly
AARNAV,20260531,22.63,25.0,21.54,24.47,45630909.28,AARNAV FASHIONS LIMITED,20260531,23.669999999999998,23.27,24.069999999999997,24.069999999999997,23.27,0.7999999999999972,3.2693093583980266,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.75,4,34856382.13,Outside,False,Unknown,False,,,,,1.3091120331942492,False,False,No setup,Jun 2026,Monthly
AARON,20260531,136.5,141.0,118.35,121.06,28039927.77,AARON INDUSTRIES LIMITED,20260531,126.80333333333334,129.675,123.93166666666667,129.675,123.93166666666667,5.743333333333339,4.744203975989872,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6,10,50915203.80500001,Lower,True,Unknown,False,,,,,0.5507181681407,False,False,No setup,Jun 2026,Monthly
