TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
2026-09-07,2026-09-07,CM,NSE,STK,24154,INE841L01016,DEEDEV,EQ,,,,,DEE DEVELOPMENT ENG LTD,667.0,690.0,652.5,677.05,682.0,658.25,,677.04,,,299886,202564337.3,12691,F1,1,,,,,,Cash Only,Diversified,False,673.8,642.05,658.25,658.0333333333333,657.925,658.1416666666667,658.1416666666667,657.925,0.21666666666669698,0.032915558931514925,Narrow,Bullish,Above CPR,True,False,0.016666666666666666,60,273729391.85,True,True,Higher,True,Risk On,True,Bullish Virgin,30.635714285714283,493.642,368.04220000000004,0.007072355638455953,0.7400167586351213,True,True,Long,1.0,None,None,0,No active J-Curve setup.,Long,84,Strong confirmation,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.74x) (4/20); Higher timeframe: strongly aligned (+4) (20/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,2,0,2,4
2026-09-07,2026-09-07,CM,NSE,STK,16719,INE326B01035,ALMONDZ,EQ,,,,,ALMONDZ GLOBAL SEC LTD,17.97,19.8,17.9,19.2,19.2,17.89,,19.19,,,773910,14870394.3,2321,F1,1,,,,,,Cash Only,Diversified,False,18.09,17.52,17.89,17.833333333333332,17.805,17.861666666666665,17.861666666666665,17.805,0.05666666666666487,0.3167505123905247,Moderate,Bullish,Above CPR,False,False,0.18333333333333332,60,1401999.5550000002,True,True,Higher,True,Risk On,True,Bullish Virgin,0.9528571428571423,14.1996,14.509400000000001,0.05947026486756436,10.606561355149644,True,True,Long,1.0,None,None,0,No active J-Curve setup.,Long,92,Strong confirmation,CPR width: 0.3168% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (10.61x) (20/20); Higher timeframe: strongly aligned (+4) (20/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,2,0,2,4
2026-09-07,2026-09-07,CM,NSE,STK,13875,INE742C01031,JINDRILL,EQ,,,,,JINDAL DRILLING IND. LTD,666.95,686.9,653.7,664.15,666.0,663.05,,664.15,,,722088,487169829.85,27253,F1,1,,,,,,Cash Only,Diversified,False,672.0,647.0,663.05,660.6833333333333,659.5,661.8666666666666,661.8666666666666,659.5,2.3666666666665606,0.35693637986072857,Moderate,Bullish,Above CPR,False,False,0.06666666666666667,60,113674609.375,False,False,Higher,True,Risk On,True,Bullish Virgin,28.99285714285715,604.4019999999999,594.0015,0.08162930114149258,4.285652112890755,True,True,Long,1.0,None,Liftoff,96,🚀 J-Curve Liftoff: Decisive kinetic breakout above CPR Top (₹661.87) with massive 4.3x volume surge (60D Narrow CPR). Ascending Higher CPR overlay and +4 confluence. Momentum continuation target expansion above ₹661.87 with stop below Pivot (₹660.68).,Long,92,Strong confirmation,CPR width: 0.3569% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (4.29x) (20/20); Higher timeframe: strongly aligned (+4) (20/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,2,0,2,4
2026-09-07,2026-09-07,CM,NSE,STK,703,INE303A01010,DICIND,EQ,,,,,DIC INDIA LIMITED,618.6,630.0,618.05,625.35,623.0,618.6,,625.37,,,7985,4988385.95,359,F1,1,,,,,,Cash Only,Diversified,False,638.95,589.75,618.6,615.7666666666668,614.35,617.1833333333335,617.1833333333335,614.35,2.833333333333485,0.4580234939110063,Moderate,Bullish,Above CPR,False,False,0.03333333333333333,60,1352082.025,True,True,Higher,True,Risk On,True,Bullish Virgin,27.78571428571431,538.774,529.7275,0.1019708654670148,3.6894107441447574,True,True,Long,1.0,None,None,0,No active J-Curve setup.,Long,92,Strong confirmation,CPR width: 0.4580% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (3.69x) (20/20); Higher timeframe: strongly aligned (+4) (20/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,2,0,2,4
2026-09-07,2026-09-07,CM,NSE,STK,6792,INE04AK01028,SBC,EQ,,,,,SBC EXPORTS LIMITED,46.0,47.8,45.71,46.87,46.91,45.76,,46.87,,,9874017,465164432.61,13106,F1,1,,,,,,Cash Only,Diversified,False,46.89,43.45,45.76,45.36666666666667,45.17,45.56333333333333,45.56333333333333,45.17,0.39333333333333087,0.8595571095571042,Wide,Bullish,Above CPR,False,False,0.05,60,342556692.235,True,True,Higher,True,Risk On,True,Bullish Virgin,1.149999999999999,41.495,38.8522,0.34202898550724453,1.357919559460508,True,True,Long,1.0,None,None,0,No active J-Curve setup.,Long,88,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.36x) (20/20); Higher timeframe: strongly aligned (+4) (20/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,2,0,2,4
2026-09-07,2026-09-07,CM,NSE,STK,18139,INE920A01037,DOLPHIN,EQ,,,,,DOLPHIN OFF ENT (IND) L,687.0,741.4,660.0,720.4,718.0,674.0,,720.35,,,400551,289649094.55,9684,F1,1,,,,,,Cash Only,Diversified,False,681.55,623.3,674.0,659.6166666666667,652.425,666.8083333333334,666.8083333333334,652.425,14.38333333333344,2.1340257171117862,Wide,Bullish,Above CPR,False,False,0.016666666666666666,60,7236323.475,True,True,Higher,True,Risk On,True,Bullish Virgin,42.282142857142844,461.765,432.798,0.3401751274037811,40.02710707318125,True,True,Long,1.0,None,Liftoff,92,🚀 J-Curve Liftoff: Decisive kinetic breakout above CPR Top (₹666.81) with massive 40.0x volume surge (NR7 Volatility Squeeze). Ascending Higher CPR overlay and +4 confluence. Momentum continuation target expansion above ₹666.81 with stop below Pivot (₹659.62).,Long,88,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (40.03x) (20/20); Higher timeframe: strongly aligned (+4) (20/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,2,0,2,4
2026-09-07,2026-09-07,CM,NSE,STK,20314,INE740D01017,NRAIL,EQ,,,,,N R AGARWAL INDS LTD,595.0,631.0,584.0,589.95,595.0,584.0,,589.9,,,145834,88998225.55,8155,F1,1,,,,,,Cash Only,Diversified,False,595.25,496.05,584.0,558.4333333333333,545.65,571.2166666666666,571.2166666666666,545.65,25.566666666666606,4.377853881278528,Wide,Bullish,Above CPR,False,False,0.08333333333333333,60,2795059.8499999996,True,True,Higher,True,Risk On,True,Bullish Virgin,21.946428571428566,477.101,472.49550000000005,1.164957960401408,31.841259338328662,True,True,Long,1.0,None,Liftoff,92,🚀 J-Curve Liftoff: Decisive kinetic breakout above CPR Top (₹571.22) with massive 31.8x volume surge (NR7 Volatility Squeeze). Ascending Higher CPR overlay and +4 confluence. Momentum continuation target expansion above ₹571.22 with stop below Pivot (₹558.43).,Long,88,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (31.84x) (20/20); Higher timeframe: strongly aligned (+4) (20/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,2,0,2,4
2026-09-07,2026-09-07,CM,NSE,STK,21726,INE866R01028,MATRIMONY,EQ,,,,,MATRIMONY.COM LIMITED,528.5,528.5,520.0,521.45,520.5,529.05,,521.45,,,7444,3893441.45,501,F1,1,,,,,,Cash Only,Diversified,False,533.9,524.0,529.05,528.9833333333333,528.95,529.0166666666667,529.0166666666667,528.95,0.06666666666660603,0.012601203414914667,Narrow,Bullish,Below CPR,False,False,0.7333333333333333,60,5817212.6,False,False,Higher,True,Risk On,False,Bullish Virgin,16.875000000000004,469.981,444.0935,0.003950617283947023,0.6692967435984719,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-09-07,2026-09-07,CM,NSE,STK,759062,INE0KKN01029,RHETAN,EQ,,,,,RHETAN TMT LIMITED,26.69,26.69,26.68,26.68,26.69,25.42,,26.68,,,8256003,220330905.03,6174,F1,1,,,,,,Cash Only,Diversified,False,25.42,25.41,25.42,25.416666666666668,25.415,25.418333333333337,25.418333333333337,25.415,0.003333333333337407,0.013113034356166037,Narrow,Bullish,Above CPR,True,False,0.03333333333333333,60,258227981.885,True,True,Higher,True,Risk On,True,Bullish Virgin,1.5292857142857144,26.3464,27.285700000000002,0.0021796668223598176,0.8532417882122582,True,False,Long,1.0,None,None,0,No active J-Curve setup.,Long,80,Strong confirmation,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: partially aligned (1/2) (12/20); Participation: moderate (0.85x) (12/20); Higher timeframe: aligned (+2) (16/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,2,0,0,2
2026-09-07,2026-09-07,CM,NSE,STK,759847,INE024F01011,SHILCTECH,EQ,,,,,SHILCHAR TECHNOLOGIES LTD,4085.6,4217.0,4020.4,4187.0,4190.0,4065.3,,4186.87,,,30568,126458696.1,6103,F1,1,,,,,,Cash Only,Information Technology,False,4104.5,4023.5,4065.3,4064.433333333333,4064.0,4064.866666666666,4064.866666666666,4064.0,0.8666666666658784,0.021318639870756852,Narrow,Bullish,Above CPR,True,False,0.05,60,87185915.85,True,False,Higher,True,Risk On,True,Bullish Virgin,100.37142857142862,4279.792,4344.842000000001,0.008634595312640402,1.4504486747328238,False,False,Long,1.0,None,None,0,No active J-Curve setup.,Long,76,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.45x) (20/20); Higher timeframe: aligned (+2) (16/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,2,0,0,2
