SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Applies,Timeframe
20MICRONS,20260331,171.38,171.69,129.61,133.14,352026178.84,20 MICRONS LTD,20260331,144.81333333333333,150.65,138.97666666666666,150.65,138.97666666666666,11.673333333333346,8.76771318411698,Wide,Bearish,Below CPR,Unclassified,False,False,False,1.0,8,432326081.36,Lower,True,Unknown,False,,,,,0.8142607953066474,False,False,No setup,Apr 2026,Monthly
21STCENMGM,20260331,35.77,35.77,28.91,28.91,3008666.0100000002,21ST CENTURY MGMT SERVICE,20260331,31.19666666666667,32.34,30.053333333333335,32.34,30.053333333333335,2.286666666666669,7.909604519774019,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.875,8,4948935.154999999,Lower,True,Unknown,False,,,,,0.6079420957779756,False,False,No setup,Apr 2026,Monthly
360ONE,20260331,1055.0,1094.8,932.1,949.6,15772227622.8,360 ONE WAM LIMITED,20260331,992.1666666666666,1013.45,970.8833333333332,1013.45,970.8833333333332,42.56666666666683,4.482589160348234,Wide,Bearish,Below CPR,Financial Services,True,False,False,1.0,8,16802928425.0,Lower,True,Unknown,False,,,,,0.938659454106435,False,False,No setup,Apr 2026,Monthly
3IINFOLTD,20260331,13.68,14.15,12.68,13.76,210387813.43,3I INFOTECH LIMITED,20260331,13.53,13.415,13.645,13.645,13.415,0.23000000000000043,1.6715116279069797,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.375,8,167258355.20499998,Lower,True,Unknown,False,,,,,1.2578613078679295,False,False,No setup,Apr 2026,Monthly
3MINDIA,20260331,35755.0,36975.0,29980.0,30120.0,2592555570.0,3M INDIA LIMITED,20260331,32358.333333333332,33477.5,31239.166666666664,33477.5,31239.166666666664,2238.3333333333358,7.4313855688357755,Wide,Bearish,Below CPR,Diversified,True,False,False,1.0,8,2969808985.0,Lower,True,Unknown,False,,,,,0.8729704782679819,False,False,No setup,Apr 2026,Monthly
3PLAND,20260331,34.89,34.89,28.51,29.5,5685478.09,3P LAND HOLDINGS LIMITED,20260331,30.96666666666667,31.700000000000003,30.233333333333334,31.700000000000003,30.233333333333334,1.4666666666666686,4.971751412429385,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.875,8,5821862.0600000005,Lower,True,Unknown,False,,,,,0.9765738231867348,False,False,No setup,Apr 2026,Monthly
5PAISA,20260331,302.0,317.8,245.5,249.1,347692373.4,5PAISA CAPITAL LIMITED,20260331,270.8,281.65,259.95000000000005,281.65,259.95000000000005,21.699999999999932,8.711360899237226,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.875,8,869176562.925,Lower,True,Unknown,False,,,,,0.40002502164799153,False,False,No setup,Apr 2026,Monthly
63MOONS,20260331,582.0,623.5,467.0,470.3,2501577323.75,63 MOONS TECHNOLOGIES LTD,20260331,520.2666666666667,545.25,495.2833333333333,545.25,495.2833333333333,49.9666666666667,10.624424126444119,Wide,Bearish,Below CPR,Unclassified,False,False,False,1.0,8,2530892364.15,Lower,True,Unknown,False,,,,,0.9884171129459133,False,False,No setup,Apr 2026,Monthly
A2ZINFRA,20260331,17.6,17.62,15.8,16.54,23162505.4,A2Z INFRA ENGINEERING LTD,20260331,16.653333333333332,16.71,16.596666666666664,16.71,16.596666666666664,0.11333333333333684,0.6852075775897029,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.3333333333333333,6,69531936.575,Inside,True,Unknown,False,,,,,0.3331203838255816,False,False,No setup,Apr 2026,Monthly
AAATECH,20260331,100.5,100.5,88.03,89.16,39377534.31,AAA TECHNOLOGIES LIMITED,20260331,92.56333333333333,94.265,90.86166666666666,94.265,90.86166666666666,3.403333333333336,3.8171078211455094,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6666666666666666,6,97247024.655,Lower,True,Unknown,False,,,,,0.4049227670429852,False,False,No setup,Apr 2026,Monthly
