SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe
20MICRONS,20260821,190.54,208.75,189.0,204.19,167211277.07,20 MICRONS LTD,Diversified,Cash Only,20260821,200.64666666666668,198.875,202.41833333333335,202.41833333333335,198.875,3.5433333333333508,1.7353118827236156,Wide,Bullish,Above CPR,False,False,0.75,52,105707073.88499999,False,False,Higher,True,Risk Off,False,None,20.050000000000004,190.0764,,0.17672485453034165,1.5818362094850074,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
21STCENMGM,20260821,43.25,46.49,43.05,43.31,2069538.6400000001,21ST CENTURY MGMT SERVICE,Diversified,Cash Only,20260821,44.28333333333333,44.769999999999996,43.79666666666667,44.769999999999996,43.79666666666667,0.9733333333333292,2.2473639652120276,Wide,Bearish,Below CPR,False,False,0.6153846153846154,52,852249.3200000001,False,False,Higher,True,Risk Off,False,None,2.847857142857144,39.705200000000005,,0.34177744335757715,2.4283253637562305,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
360ONE,20260821,1174.7,1222.9,1150.5,1199.0,5719802340.1,360 ONE WAM LIMITED,Financial Services,Cash Only,20260821,1190.8,1186.7,1194.8999999999999,1194.8999999999999,1186.7,8.199999999999818,0.683903252710577,Moderate,Bullish,Above CPR,False,False,0.40384615384615385,52,4232212160.15,False,False,Higher,True,Risk Off,False,None,65.62142857142861,1104.593,,0.12495918145204897,1.3514923457658787,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
3BBLACKBIO,20260821,1183.3,1225.0,1099.5,1202.5,99421103.2,3B BLACKBIO DX LTD.,Healthcare & Pharma,Cash Only,20260821,1175.6666666666667,1162.25,1189.0833333333335,1189.0833333333335,1162.25,26.833333333333485,2.231462231462244,Wide,Bullish,Above CPR,False,False,0.7222222222222222,18,61231456.650000006,False,False,Overlapping,True,Risk Off,False,None,134.11428571428573,,,0.20007811390427607,1.623693255711564,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
3MINDIA,20260821,35280.0,35290.0,33290.0,33640.0,539775460.0,3M INDIA LIMITED,Diversified,Cash Only,20260821,34073.333333333336,34290.0,33856.66666666667,34290.0,33856.66666666667,433.3333333333285,1.2881490289337945,Wide,Bearish,Below CPR,False,False,0.7115384615384616,52,613237877.5,False,False,Lower,True,Risk Off,False,None,1972.5,33289.4,,0.2196873679763389,0.8802056751623272,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
3PLAND,20260821,32.45,32.77,31.5,32.11,319460.96,3P LAND HOLDINGS LIMITED,Diversified,Cash Only,20260821,32.12666666666667,32.135000000000005,32.11833333333334,32.135000000000005,32.11833333333334,0.01666666666666572,0.05190491020450239,Narrow,Bearish,Below CPR,False,True,0.07692307692307693,52,744159.895,False,False,Lower,True,Risk Off,True,None,2.657857142857144,35.833,,0.006270715757412523,0.429290750746518,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
5PAISA,20260821,385.65,416.95,373.5,384.25,325485741.2,5PAISA CAPITAL LIMITED,Stock Broking,Cash Only,20260821,391.56666666666666,395.225,387.9083333333333,395.225,387.9083333333333,7.31666666666672,1.904142268488411,Wide,Bearish,Below CPR,False,False,0.5769230769230769,52,84484354.7,False,False,Higher,True,Risk Off,False,None,32.74285714285714,332.3896,,0.22345840605003073,3.852615580195702,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
63MOONS,20260821,781.0,805.0,753.0,795.5,1274040688.35,63 MOONS TECHNOLOGIES LTD,Diversified,Cash Only,20260821,784.5,779.0,790.0,790.0,779.0,11.0,1.3827781269641735,Wide,Bullish,Above CPR,False,False,0.5384615384615384,52,498675850.875,True,False,Lower,True,Risk Off,False,None,80.23928571428573,711.6619999999999,,0.13708995415498285,2.554847374530987,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
A2ZINFRA,20260821,14.9,15.94,14.06,15.46,34104467.39,A2Z INFRA ENGINEERING LTD,Real Estate & Infra,Cash Only,20260821,15.153333333333334,15.0,15.306666666666668,15.306666666666668,15.0,0.3066666666666684,1.983613626563185,Wide,Bullish,Above CPR,False,False,0.5757575757575758,33,16528404.97,True,False,Overlapping,True,Risk Off,False,None,1.836428571428571,,,0.16699079476209097,2.063385272317659,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AAATECH,20260821,92.97,96.05,90.05,95.71,11993478.77,AAA TECHNOLOGIES LIMITED,Information Technology,Cash Only,20260821,93.93666666666667,93.05,94.82333333333334,94.82333333333334,93.05,1.7733333333333405,1.852819280465302,Wide,Bullish,Above CPR,False,False,0.7714285714285715,35,10810729.1,False,False,Overlapping,True,Risk Off,False,None,6.940714285714286,,,0.25549723851669,1.1094051713866366,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AADHARHFC,20260821,498.2,501.95,459.75,462.55,1306544520.8,AADHAR HOUSING FINANCE L,Financial Services,Cash Only,20260821,474.75,480.85,468.65,480.85,468.65,12.200000000000045,2.637552697005739,Wide,Bearish,Below CPR,False,False,0.9615384615384616,52,820041264.425,False,False,Lower,True,Risk Off,False,None,34.357142857142854,489.528,,0.35509355509355645,1.593266799465425,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AAKASH,20260821,8.79,9.59,8.06,8.71,11764823.65,AAKASH EXPLORATION SER L,Diversified,Cash Only,20260821,8.786666666666667,8.825,8.748333333333335,8.825,8.748333333333335,0.07666666666666444,0.8802143130501082,Wide,Bearish,Below CPR,False,False,0.4411764705882353,34,3925730.065,False,False,Outside,True,Risk Off,False,None,1.5914285714285714,,,0.04817474566127927,2.996849873833595,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AAREYDRUGS,20260821,86.46,86.46,77.07,81.2,123979013.89000002,AAREY DRUGS & PHARM LTD,Healthcare & Pharma,Cash Only,20260821,81.57666666666665,81.76499999999999,81.38833333333332,81.76499999999999,81.38833333333332,0.37666666666666515,0.4638752052545137,Moderate,Bearish,Below CPR,False,False,0.047619047619047616,21,86538111.93,True,True,Lower,True,Risk Off,True,None,11.30857142857143,,,0.03330806804783547,1.4326521705290458,False,False,Short,0.5,None,Week 24 Aug – 28 Aug 2026,Weekly
AARNAV,20260821,32.26,36.9,29.99,33.71,11086879.9,AARNAV FASHIONS LIMITED,Diversified,Cash Only,20260821,33.53333333333333,33.445,33.62166666666666,33.62166666666666,33.445,0.1766666666666623,0.5240779195095292,Moderate,Bullish,Above CPR,False,False,0.23076923076923078,26,9201177.675,True,True,Higher,True,Risk Off,True,None,3.8528571428571428,,,0.04585341737733171,1.2049413989823863,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
