TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Industry,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
2026-08-13,2026-08-13,CM,NSE,STK,759397,INE880Y01017,SOLEX,EQ,,,,,SOLEX ENERGY LIMITED,901.0,905.45,862.0,883.75,884.1,899.55,,883.78,,,52119,45956958.05,3535,F1,1,,,,,,Cash Only,883.7333333333332,883.725,883.7416666666664,883.7416666666664,883.725,0.0166666666664241,0.0018859028759744,Narrow,Bullish,Above CPR,True,False,Unclassified,0.01694915254237288,59,34862087.2,Lower,True,No setup
2026-08-13,2026-08-13,CM,NSE,STK,21749,INE264T01014,CAPACITE,EQ,,,,,CAPACITE INFRAPROJECT LTD,209.65,210.74,208.32,209.54,209.92,209.05,,209.47,,,127759,26775227.11,2618,F1,1,,,,,,Cash Only,209.53333333333333,209.53,209.53666666666663,209.53666666666663,209.53,0.0066666666666606,0.003181572333044,Narrow,Bullish,Above CPR,True,False,Unclassified,0.01694915254237288,59,71537641.76,Inside,True,No setup
2026-08-13,2026-08-13,CM,NSE,STK,13035,INE429E01023,SAFARI,EQ,,,,,SAFARI IND (INDIA) LTD,1483.6,1505.0,1479.6,1492.4,1491.0,1483.6,,1492.28,,,10860,16239730.2,1930,F1,1,,,,,,Cash Only,1492.3333333333333,1492.3,1492.3666666666666,1492.3666666666666,1492.3,0.066666666666606,0.0044670776378052,Narrow,Bullish,Above CPR,True,False,Unclassified,0.01694915254237288,59,65815783.7,Higher,True,Long
2026-08-13,2026-08-13,CM,NSE,STK,11596,INE405C01035,LINCOLN,EQ,,,,,LINCOLN PHARMA LTD,597.1,646.95,591.95,619.5,621.25,592.85,,619.43,,,1060832,664236498.9,31766,F1,1,,,,,,Cash Only,619.4666666666667,619.45,619.4833333333333,619.4833333333333,619.45,0.033333333333303,0.0053806833467801,Narrow,Bullish,Above CPR,True,False,Unclassified,0.01694915254237288,59,19050969.65,Higher,True,Long
2026-08-13,2026-08-13,CM,NSE,STK,15039,INE739E01017,CERA,EQ,,,,,CERA SANITARYWARE LTD,5940.0,5950.0,5900.0,5925.5,5912.0,5885.5,,5929.5,,,2841,16839261.5,844,F1,1,,,,,,Cash Only,5925.166666666667,5925.0,5925.333333333334,5925.333333333334,5925.0,0.3333333333339396,0.0056254043259461,Narrow,Bullish,Above CPR,True,False,Unclassified,0.01694915254237288,59,47066858.0,Inside,True,No setup
2026-08-13,2026-08-13,CM,NSE,STK,19438,INE926K01017,AHLEAST,EQ,,,,,ASIAN HOTELS (EAST) LTD,142.37,142.37,140.3,141.35,141.45,141.5,,141.35,,,208,29427.54,22,F1,1,,,,,,Cash Only,141.34,141.335,141.345,141.345,141.335,0.0099999999999909,0.0070746374248255,Narrow,Bullish,Above CPR,True,False,Unclassified,0.01694915254237288,59,383054.65,Lower,True,No setup
2026-08-13,2026-08-13,CM,NSE,STK,480,INE340A01012,BIRLACORPN,EQ,,,,,BIRLA CORPORATION LTD,901.0,906.4,897.5,902.05,901.0,904.4,,902.02,,,22378,20181909.25,2293,F1,1,,,,,,Cash Only,901.9833333333332,901.95,902.0166666666664,902.0166666666664,901.95,0.0666666666663786,0.0073905733236936,Narrow,Bullish,Above CPR,True,False,Unclassified,0.03389830508474576,59,57705580.2,Inside,True,No setup
2026-08-13,2026-08-13,CM,NSE,STK,1127,INE539A01019,GHCL,EQ,,,,,GHCL LIMITED,431.4,435.0,427.1,431.1,431.0,431.35,,431.1,,,140542,60365486.65,7485,F1,1,,,,,,Cash Only,431.06666666666666,431.05,431.0833333333333,431.0833333333333,431.05,0.033333333333303,0.0077321580453034,Narrow,Bullish,Above CPR,True,False,Unclassified,0.03389830508474576,59,75762411.15,Lower,True,No setup
2026-08-13,2026-08-13,CM,NSE,STK,762675,INE417D01020,FEDDERSHOL,EQ,,,,,FEDDERS HOLDING LTD.,40.7,41.55,40.7,41.13,41.15,41.04,,41.13,,,198212,8150105.51,1269,F1,1,,,,,,Cash Only,41.126666666666665,41.125,41.12833333333333,41.12833333333333,41.125,0.0033333333333303,0.0081043844719919,Narrow,Bullish,Above CPR,True,False,Unclassified,0.01694915254237288,59,23447892.26,Inside,True,No setup
2026-08-13,2026-08-13,CM,NSE,STK,759551,INE202B01038,PIRAMALFIN,EQ,,,,,PIRAMAL FINANCE LIMITED,2085.3,2090.4,2048.2,2069.6,2066.0,2073.3,,2069.55,,,69526,143594369.0,8025,F1,1,,,,,,Cash Only,2069.4,2069.3,2069.5,2069.5,2069.3,0.1999999999998181,0.009663703131031,Narrow,Bullish,Above CPR,True,False,Financial Services,0.03389830508474576,59,528661350.0,Lower,True,No setup
