SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe
20MICRONS,20260123,186.0,186.0,172.11,179.01,99399519.99,20 MICRONS LTD,Diversified,Cash Only,20260123,179.04,179.055,179.02499999999998,179.055,179.02499999999998,0.03000000000002956,0.016758840288268566,Narrow,Bearish,Below CPR,False,True,0.09090909090909091,22,97531306.055,True,True,Lower,True,Risk Off,True,None,16.039285714285715,,,0.0018704074816317693,1.019155018122555,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
21STCENMGM,20260123,44.5,44.5,39.58,39.58,226848.89,21ST CENTURY MGMT SERVICE,Diversified,Cash Only,20260123,41.22,42.04,40.4,42.04,40.4,1.6400000000000006,4.143506821627086,Wide,Bearish,Below CPR,False,False,1.0,22,1320666.08,False,False,Lower,True,Risk Off,False,None,3.8557142857142863,,,0.42534271952575037,0.17176854424852042,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
360ONE,20260123,1193.9,1228.0,1088.1,1112.3,12254372986.1,360 ONE WAM LIMITED,Financial Services,Cash Only,20260123,1142.8,1158.05,1127.55,1158.05,1127.55,30.5,2.7420659893913513,Wide,Bearish,Below CPR,False,False,0.9545454545454546,22,3927576120.05,False,False,Lower,True,Risk Off,False,None,82.61428571428576,,,0.3691855438353794,3.120085419488699,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
3IINFOLTD,20260123,15.16,15.33,14.5,14.86,28178091.8,3I INFOTECH LIMITED,Information Technology,Cash Only,20260123,14.896666666666667,14.915,14.878333333333334,14.915,14.878333333333334,0.03666666666666529,0.24674742036786876,Narrow,Bearish,Below CPR,False,True,0.22727272727272727,22,35621626.245000005,True,False,Lower,True,Risk Off,True,None,1.4857142857142855,,,0.02467948717948626,0.7910388932328768,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
3MINDIA,20260123,34850.0,35195.0,33000.0,33315.0,475741900.0,3M INDIA LIMITED,Diversified,Cash Only,20260123,33836.666666666664,34097.5,33575.83333333333,34097.5,33575.83333333333,521.6666666666715,1.5658612236730347,Wide,Bearish,Below CPR,False,False,0.9090909090909091,22,567676815.0,False,False,Lower,True,Risk Off,False,None,2085.0,,,0.25019984012790003,0.8380506080735391,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
3PLAND,20260123,35.51,37.79,33.89,35.03,367000.24,3P LAND HOLDINGS LIMITED,Diversified,Cash Only,20260123,35.57,35.84,35.3,35.84,35.3,0.5400000000000063,1.5415358264345025,Wide,Bearish,Below CPR,False,False,0.7272727272727273,22,1142400.8599999999,False,False,Lower,True,Risk Off,False,None,3.9842857142857144,,,0.13553244890641963,0.321253469644622,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
5PAISA,20260123,371.0,396.5,334.0,337.2,441968711.55,5PAISA CAPITAL LIMITED,Stock Broking,Cash Only,20260123,355.90000000000003,365.25,346.55000000000007,365.25,346.55000000000007,18.699999999999932,5.545670225385508,Wide,Bearish,Below CPR,False,False,0.9545454545454546,22,92913547.72500001,False,False,Overlapping,True,Risk Off,False,None,35.23571428571428,,,0.5307115345631443,4.756773606989077,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
63MOONS,20260123,678.0,678.0,585.2,589.8,369164409.05,63 MOONS TECHNOLOGIES LTD,Diversified,Cash Only,20260123,617.6666666666666,631.6,603.7333333333332,631.6,603.7333333333332,27.866666666666788,4.724765457217157,Wide,Bearish,Below CPR,False,False,0.9545454545454546,22,390342716.32500005,False,False,Lower,True,Risk Off,False,None,75.36428571428571,,,0.3697595804505118,0.945744325718718,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
A2ZINFRA,20260123,15.37,15.37,13.12,14.2,18830078.82,A2Z INFRA ENGINEERING LTD,Real Estate & Infra,Cash Only,20260123,14.229999999999999,14.245,14.214999999999998,14.245,14.214999999999998,0.030000000000001137,0.2112676056338108,Narrow,Bearish,Below CPR,False,True,0.07692307692307693,13,18546484.6,True,True,Lower,True,Risk Off,True,None,,,,,1.0152909959011855,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
AAATECH,20260123,125.38,126.0,107.12,107.12,25850953.08,AAA TECHNOLOGIES LIMITED,Information Technology,Cash Only,20260123,113.41333333333334,116.56,110.26666666666668,116.56,110.26666666666668,6.293333333333322,5.875031117749554,Wide,Bearish,Below CPR,False,False,0.6666666666666666,9,25850953.08,True,False,Overlapping,False,Risk Off,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
AADHARHFC,20260123,471.0,476.25,466.1,468.4,781564142.75,AADHAR HOUSING FINANCE L,Financial Services,Cash Only,20260123,470.25,471.175,469.325,471.175,469.325,1.8500000000000227,0.39496157130658044,Moderate,Bearish,Below CPR,False,False,0.36363636363636365,22,777435762.95,True,False,Lower,True,Risk Off,False,None,21.557142857142857,,,0.08581842279655506,1.005310251980607,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
AAKASH,20260123,8.75,8.75,7.5,7.9,2898314.19,AAKASH EXPLORATION SER L,Diversified,Cash Only,20260123,8.049999999999999,8.125,7.974999999999998,8.125,7.974999999999998,0.15000000000000213,1.8987341772152166,Wide,Bearish,Below CPR,False,False,0.8235294117647058,17,3307027.86,False,False,Lower,True,Risk Off,False,None,0.9399999999999998,,,0.15957446808510867,0.8764105755069146,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
AAREYDRUGS,20260123,64.0,68.8,60.54,68.77,64177413.72,AAREY DRUGS & PHARM LTD,Healthcare & Pharma,Cash Only,20260123,66.03666666666668,64.67,67.40333333333335,67.40333333333335,64.67,2.7333333333333485,3.974601328098515,Wide,Bullish,Above CPR,False,False,1.0,6,99760522.935,False,False,Outside,False,Risk Off,False,None,,,,,0.6433147284303578,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
AARON,20260123,164.36,164.99,152.0,155.53,11755113.4,AARON INDUSTRIES LIMITED,Diversified,Cash Only,20260123,157.50666666666666,158.495,156.51833333333332,158.495,156.51833333333332,1.9766666666666879,1.2709230802203355,Wide,Bearish,Below CPR,False,False,0.6363636363636364,22,13129911.46,False,False,Lower,True,Risk Off,False,None,16.557142857142857,,,0.11938452689099927,0.8952926633063525,False,False,No setup,0.0,None,Week 26 Jan – 30 Jan 2026,Weekly
