SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe
20MICRONS,20251219,190.02,197.9,188.2,192.33,45842851.43,20 MICRONS LTD,Diversified,Cash Only,20251219,192.81000000000003,193.05,192.57000000000005,193.05,192.57000000000005,0.47999999999996135,0.24957104975820793,Narrow,Bearish,Below CPR,False,True,0.35294117647058826,17,75930488.11,False,False,Higher,True,Neutral,False,None,12.607857142857144,,,0.03807149736558528,0.6037476193171281,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
21STCENMGM,20251219,45.0,49.52,44.37,48.74,3203073.42,21ST CENTURY MGMT SERVICE,Diversified,Cash Only,20251219,47.54333333333333,46.945,48.14166666666666,48.14166666666666,46.945,1.1966666666666583,2.4552044863903535,Wide,Bullish,Above CPR,False,False,0.7647058823529411,17,1323645.04,False,False,Higher,True,Neutral,False,None,3.309285714285715,,,0.36160874883084854,2.41988850726929,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
360ONE,20251219,1142.2,1158.0,1120.1,1138.9,5428109369.3,360 ONE WAM LIMITED,Financial Services,Cash Only,20251219,1139.0,1139.05,1138.95,1139.05,1138.95,0.09999999999990905,0.008780402142410135,Narrow,Bearish,Below CPR,False,True,0.058823529411764705,17,3615862854.2,True,True,Inside,True,Neutral,True,None,71.66428571428574,,,0.0013953951958524133,1.5011933771202048,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
3IINFOLTD,20251219,16.35,16.75,15.66,16.2,21553414.89,3I INFOTECH LIMITED,Information Technology,Cash Only,20251219,16.203333333333333,16.205,16.201666666666668,16.205,16.201666666666668,0.0033333333333303017,0.020576131687224084,Narrow,Bearish,Below CPR,False,True,0.058823529411764705,17,42396442.56,True,True,Lower,True,Neutral,True,None,1.7678571428571428,,,0.0018855218855201707,0.5083779107055344,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
3MINDIA,20251219,35465.0,35865.0,34705.0,34875.0,423739395.0,3M INDIA LIMITED,Diversified,Cash Only,20251219,35148.333333333336,35285.0,35011.66666666667,35285.0,35011.66666666667,273.3333333333285,0.7837514934288988,Wide,Bearish,Below CPR,False,False,0.7058823529411765,17,595692630.0,False,False,Overlapping,True,Neutral,False,None,1624.2857142857142,,,0.16827909703898852,0.7113389920570278,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
3PLAND,20251219,38.5,41.0,35.86,38.13,1905243.26,3P LAND HOLDINGS LIMITED,Diversified,Cash Only,20251219,38.330000000000005,38.43,38.23000000000001,38.43,38.23000000000001,0.19999999999998863,0.5245213742459707,Moderate,Bearish,Below CPR,False,False,0.35294117647058826,17,1390835.35,False,False,Higher,True,Neutral,False,None,3.939285714285714,,,0.050770625566633566,1.3698553606650852,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
5PAISA,20251219,307.95,321.0,302.8,310.8,69374754.1,5PAISA CAPITAL LIMITED,Stock Broking,Cash Only,20251219,311.5333333333333,311.9,311.16666666666663,311.9,311.16666666666663,0.7333333333333485,0.2359502359502408,Narrow,Bearish,Below CPR,False,True,0.23529411764705882,17,65078219.550000004,True,True,Higher,True,Neutral,True,None,27.435714285714287,,,0.026729150394863,1.0660210832396688,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
63MOONS,20251219,762.95,775.0,727.15,749.6,320733177.7,63 MOONS TECHNOLOGIES LTD,Diversified,Cash Only,20251219,750.5833333333334,751.075,750.0916666666667,751.075,750.0916666666667,0.9833333333333485,0.13118107435076687,Narrow,Bearish,Below CPR,False,True,0.058823529411764705,17,432486694.05,True,True,Lower,True,Neutral,True,None,72.97857142857143,,,0.013474274901308484,0.7416024171668963,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
A2ZINFRA,20251219,15.0,15.0,13.73,14.01,10372933.53,A2Z INFRA ENGINEERING LTD,Real Estate & Infra,Cash Only,20251219,14.246666666666668,14.365,14.128333333333336,14.365,14.128333333333336,0.23666666666666458,1.6892695693552076,Wide,Bearish,Below CPR,False,False,0.375,8,16077114.3,False,False,Lower,False,Neutral,False,None,,,,,0.6451987176579319,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AADHARHFC,20251219,489.8,500.0,474.05,488.0,560370703.85,AADHAR HOUSING FINANCE L,Financial Services,Cash Only,20251219,487.34999999999997,487.025,487.67499999999995,487.67499999999995,487.025,0.6499999999999773,0.13319672131147076,Narrow,Bullish,Above CPR,True,False,0.23529411764705882,17,797424262.85,True,False,Overlapping,True,Neutral,True,None,24.19285714285714,,,0.02686743430764595,0.7027259264061406,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AAKASH,20251219,8.99,9.33,8.14,8.77,3015642.9899999998,AAKASH EXPLORATION SER L,Diversified,Cash Only,20251219,8.746666666666666,8.735,8.758333333333333,8.758333333333333,8.735,0.023333333333333428,0.2660585328772341,Moderate,Bullish,Above CPR,False,False,0.16666666666666666,12,3407287.5599999996,True,False,Inside,True,Neutral,True,None,,,,,0.885056789864839,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AAREYDRUGS,20251219,66.27,71.04,63.82,68.51,173932094.07999998,AAREY DRUGS & PHARM LTD,Healthcare & Pharma,Cash Only,20251219,67.79,67.43,68.15,68.15,67.43,0.7199999999999989,1.0509414683987721,Wide,Bullish,Above CPR,False,False,1.0,1,173932094.07999998,False,False,Unknown,False,Neutral,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AARON,20251219,183.85,183.89,176.0,177.21,5319216.87,AARON INDUSTRIES LIMITED,Diversified,Cash Only,20251219,179.03333333333333,179.945,178.12166666666667,179.945,178.12166666666667,1.8233333333333235,1.0289110847770009,Wide,Bearish,Below CPR,False,False,0.5882352941176471,17,14904917.05,False,False,Overlapping,True,Neutral,False,None,15.357857142857142,,,0.11872316016309255,0.3568766503131931,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AARTECH,20251219,49.49,50.5,47.01,47.57,11018218.15,AARTECH SOLONICS LIMITED,Information Technology,Cash Only,20251219,48.35999999999999,48.754999999999995,47.96499999999999,48.754999999999995,47.96499999999999,0.7900000000000063,1.6607105318478164,Wide,Bearish,Below CPR,False,False,0.5294117647058824,17,11018218.15,False,False,Lower,True,Neutral,False,None,4.879285714285715,,,0.16190894451764143,1.0,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AARTIDRUGS,20251219,394.7,395.75,376.5,381.55,222798767.15,AARTI DRUGS LTD.,Healthcare & Pharma,Cash Only,20251219,384.59999999999997,386.125,383.07499999999993,386.125,383.07499999999993,3.050000000000068,0.799370986764531,Wide,Bearish,Below CPR,False,False,0.35294117647058826,17,398012423.7,False,False,Lower,True,Neutral,False,None,33.48571428571429,,,0.09108361774744231,0.5597784236954713,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AARTIIND,20251219,363.0,382.8,360.65,369.8,4527613383.9,AARTI INDUSTRIES LTD,Chemicals,Cash Only,20251219,371.0833333333333,371.725,370.4416666666666,371.725,370.4416666666666,1.2833333333334167,0.3470344330268839,Moderate,Bearish,Below CPR,False,False,0.47058823529411764,17,865797912.25,False,False,Higher,True,Neutral,False,None,18.142857142857146,,,0.07073490813648753,5.229411297763267,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AARTIPHARM,20251219,756.0,763.85,722.15,747.1,613904146.95,AARTI PHARMALABS LIMITED,Diversified,Cash Only,20251219,744.3666666666667,743.0,745.7333333333333,745.7333333333333,743.0,2.7333333333333485,0.3658590996296812,Moderate,Bullish,Above CPR,False,False,0.17647058823529413,17,613904146.95,False,False,Higher,True,Neutral,True,None,58.278571428571446,,,0.04690117252931348,1.0,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AARTISURF,20251219,399.0,410.7,392.05,405.55,7429629.9,AARTI SURFACTANTS LIMITED,Diversified,Cash Only,20251219,402.76666666666665,401.375,404.1583333333333,404.1583333333333,401.375,2.783333333333303,0.6863107713804223,Moderate,Bullish,Above CPR,False,False,0.4666666666666667,15,11940656.25,False,False,Outside,True,Neutral,False,None,30.746428571428574,,,0.09052541913501275,0.6222128620443286,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
AARVI,20251219,122.31,127.22,121.0,124.14,6026350.42,AARVI ENCON LIMITED,Diversified,Cash Only,20251219,124.12,124.11,124.13000000000001,124.13000000000001,124.11,0.020000000000010232,0.016110842597076066,Narrow,Bullish,Above CPR,True,False,0.11764705882352941,17,7894030.74,True,True,Higher,True,Neutral,True,None,11.567142857142857,,,0.0017290354452275118,0.7634059985938184,False,False,No setup,0.0,None,Week 22 Dec – 26 Dec 2025,Weekly
